[ 1.48854959 -9.49180698 -0.3330287 ],[ 1.47979236 -9.5418005  -0.33601865],[ 1.44720435 -9.52179241 -0.33501646],[ 1.47188258 -9.53979111 -0.27401763]
[ 7.67073011 -2.66993046 -0.2953943 ],[ 7.77513075 -2.73189402 -0.36037228],[ 7.76074982 -2.76685333 -0.36035007],[ 7.99152565 -2.76791143 -0.31638011]
[ 2.20736909 -9.44802952 -0.33816862],[ 2.2291708  -9.47803211 -0.34016675],[ 2.20059133 -9.486022   -0.34015971],[ 2.22426391 -9.49002171 -0.27916342]
[-27.16580963  27.30844688  -1.49108112],[-26.76684952  26.98614311  -1.46931481],[-26.6953907   27.08308601  -1.47033846],[-26.80490303  26.96613121  -1.24529827]
[-30.33321571  -9.14581203  -1.22664165],[-30.37234116  -8.94595432  -1.61271739],[-30.52696991  -8.88610554  -1.62081587],[-29.92884064  -8.8704567   -1.20550334]
[43.82503128  5.74033785 -1.76438308],[43.58625031  7.37858105 -1.50275207],[43.18684769  7.44953918 -1.48777127],[42.58379745  7.01472616 -1.71868086]
[-25.05531883  33.45774841  -1.63937664],[-25.02807617  33.53172684  -1.64138067],[-24.76678467  33.3965416   -1.63051987],[-25.17831421  33.61787796  -1.88829958]
[14.92854977 13.04883957 -0.79947674],[15.42216301 12.91897678 -0.94244415],[15.52556515 12.92199039 -0.94644123],[15.11804295 12.47312069 -0.78739327]
[-34.90087128 -15.27643967  -1.51137233],[-35.429245   -14.90796852  -1.52674174],[-35.55450821 -15.0920639   -1.53475726],[-33.33653641 -16.25895309  -1.67932391]
[19.52169609 12.63164616 -0.97027361],[19.46011353 12.72259617 -0.97029001],[19.65451813 12.7616024  -0.97929054],[19.57377815 12.64465332 -1.12127423]
[16.8324604  12.510355   -0.85633957],[16.83626938 12.55433559 -0.8583461 ],[16.89066124 12.51236248 -0.85933799],[16.78788567 12.38241482 -0.98332179]
[-21.74808121  -1.73209727  -0.91404837],[-21.42654228  -2.00381064  -1.03879678],[-21.34890366  -2.06573391  -1.03473735],[-21.4993782   -2.16284585  -0.90379423]
[ -3.4298532  -16.73116112  -0.65014756],[ -3.28856564 -16.34408379  -0.53416902],[ -3.02185965 -16.47303009  -0.53713179],[ -3.23698831 -16.3490715   -0.53316355]
[22.5753212  -6.44116545 -0.9718436 ],[23.26005173 -6.40023804 -1.00388455],[23.26019859 -6.24432564 -1.00193691],[23.29114342 -6.42722273 -0.86787665]
[-3.18457103 16.44897461 -0.63837153],[-2.97530675 16.30593491 -0.73544139],[-3.10147405 16.73398972 -0.76034784],[-2.82175207 16.50388908 -0.54244649]
[ 6.92080021 11.77681637 -0.577636  ],[ 6.92498922 11.74182892 -0.57563412],[ 6.87858915 11.74881554 -0.57463604],[ 6.92991972 11.76981354 -0.48963535]
[ 6.58117437 11.75274563 -0.56664628],[ 6.59736681 11.73875332 -0.56664515],[ 6.54095888 11.72674465 -0.56464642],[ 6.59430218 11.75174141 -0.48064578]
[ 3.64632583 11.57312012 -0.48970553],[ 3.64950156 11.52313042 -0.48770663],[ 3.69892097 11.54713631 -0.4897058 ],[ 3.62106729 11.57112122 -0.55470568]
[ 2.10391831 11.35083675 -0.45570561],[ 2.34737158 11.42787361 -0.46270517],[ 2.38477063 11.42588139 -0.46370584],[ 2.34737015 11.4378643  -0.3887046 ]
[-6.92514515 -8.53700161 -0.42420059],[-6.54175091 -8.39481544 -0.46211699],[-6.54636049 -8.34680462 -0.46011925],[-6.51343632 -8.30575848 -0.33111304]
[ -5.71422291 -13.79454327  -0.64168674],[ -6.01466417 -13.77564621  -0.64773852],[ -5.60421944 -13.4854641   -0.62269086],[ -5.93491364 -13.94761181  -0.46971247]
[ -6.57910109 -12.92673397  -0.61890078],[ -6.48948288 -12.83669853  -0.68988967],[ -6.42292976 -12.80666924  -0.68587905],[ -6.48338699 -13.34375858  -0.63685387]
[-6.62838602 -8.89296913 -0.42912108],[-6.28420448 -8.66878796 -0.46505472],[-6.31559753 -8.62578869 -0.46406236],[-6.27263689 -8.57377243 -0.53605485]
[ 0.3420707  -9.6565218  -0.38882762],[ 0.32729775 -9.68251801 -0.39082238],[ 0.38745114 -9.68553066 -0.39082989],[ 0.34892741 -9.61251736 -0.33483416]
[ 0.69998205 -9.63259983 -0.38888043],[ 0.71677566 -9.65760326 -0.38987935],[ 0.65662813 -9.66058922 -0.38987026],[ 0.69308972 -9.62560654 -0.45588043]
[ 9.01381588 -5.96739817 -0.45890197],[ 9.48971844 -6.07346344 -0.48793116],[ 9.50087261 -5.99852133 -0.48596656],[ 9.48928642 -6.03049755 -0.56395036]
[ 5.00322199 -9.34602547 -0.44377014],[ 5.00144434 -9.37801361 -0.44576031],[ 5.03602362 -9.37402725 -0.4467687 ],[ 4.99114704 -9.31402779 -0.38577712]
[-31.93032646 -13.38694096  -1.55634224],[-32.62247849 -12.71364594  -1.57687569],[-32.79873657 -12.90179062  -1.5889169 ],[-30.91672134 -14.07599831  -1.74065006]
[37.91779327  5.02955008 -1.71926761],[36.83735275  5.89110804 -1.67248261],[36.75155258  5.81814098 -1.6674664 ],[38.30820847  7.41541862 -1.30281544]
[-27.24861145  27.13555717  -1.70806038],[-26.8416481   26.81024551  -1.68229854],[-26.92309761  26.72431183  -1.68226862],[-26.84430313  26.8962059   -1.46828723]
[-26.73864937  27.73514366  -1.71224093],[-26.4297905   27.40987206  -1.47243011],[-26.34934235  27.4968071   -1.4724592 ],[-26.3466835   27.40984726  -1.68647087]
[10.35662079 11.99648571 -0.70151907],[10.3768177  11.98149586 -0.70151669],[10.31241417 11.98448181 -0.69851965],[10.33725262 12.04446888 -0.7875247 ]
[10.82224178 12.0225687  -0.71950263],[10.85244656 12.01657677 -0.72050071],[10.77904034 12.01256371 -0.71750331],[10.80386734 12.07354927 -0.80750883]
[-26.90069962 -19.92705154  -1.49139071],[-27.77168083 -20.36276245  -1.53969991],[-27.8173275  -20.26180649  -1.53874159],[-24.94965363 -19.56048203  -1.60458434]
[-23.76197052 -22.33842087  -1.44456065],[-23.96427536 -23.61355591  -1.4954226 ],[-23.83269882 -23.63245201  -1.49136508],[-23.61303711 -20.98436737  -1.59573781]
[ 9.97239971 11.97041798 -0.68553221],[ 9.99659538 11.96142673 -0.68653041],[ 9.92718792 11.95641422 -0.68353277],[ 9.99546528 11.98940754 -0.58753318]
[ -3.40403485 -16.74317169  -0.76014382],[ -3.20218372 -16.41413689  -1.02815413],[ -3.10202527 -16.44511604  -1.02914178],[ -2.9929688  -16.44305992  -0.82813191]
[ -3.94782901 -16.07625961  -0.73026305],[ -3.77706838 -15.93517303  -0.52125627],[ -3.73347831 -15.97316456  -0.52224821],[ -3.47042036 -15.84110069  -0.60723251]
[-21.75745773  -1.82413852  -1.05602849],[-21.42654228  -2.00381064  -1.03879678],[-21.34890366  -2.06573391  -1.03473735],[-21.42172432  -2.05183315  -1.15478134]
[ 5.3538332  14.2468996  -0.74666995],[ 5.78758383 14.09099197 -0.74768382],[ 5.86700344 14.1549902  -0.75268477],[ 5.7968092  14.04998589 -0.56668448]
[ 3.27647114 11.63103676 -0.55170429],[ 3.25261831 11.48205757 -0.54270911],[ 3.29002142 11.47306728 -0.54270935],[ 3.29901075 11.49907875 -0.68770856]
[ 0.44657844 13.20753765 -0.61943865],[ 0.38698068 13.1045475  -0.70444405],[ 0.79076809 13.48255539 -0.73244357],[ 0.48187932 13.03956032 -0.7644608 ]
[ 6.79850101 11.84777164 -0.65064353],[ 6.81170225 11.82578087 -0.64964211],[ 6.75929165 11.82376957 -0.64864367],[ 6.81996155 11.77780628 -0.74263948]
[-7.04043341 -8.59007645 -0.49122638],[-6.57027006 -8.37384415 -0.59112388],[-6.54767609 -8.39984226 -0.59211814],[-6.5045929  -8.32679558 -0.53211057]
[ -6.02803087 -13.61864185  -0.71975207],[ -5.94142008 -13.50458241  -0.63174522],[ -6.01466417 -13.77564621  -0.64773852],[ -6.05841017 -13.79864883  -0.55274451]
[ 8.90949535 -7.81113291 -0.52209562],[ 9.5182457  -7.72037506 -0.63223457],[ 9.60669327 -7.84232616 -0.64219993],[ 9.4776783  -7.51348686 -0.53731203]
[ -6.65518713 -12.85876656  -0.69592017],[ -6.48948288 -12.83669853  -0.68988967],[ -6.42292976 -12.80666924  -0.68587905],[ -6.48338699 -13.34375858  -0.63685387]
[ 1.47780418 -9.52181435 -0.45402172],[ 1.496611   -9.55181789 -0.45601982],[ 1.43746531 -9.56179905 -0.45600802],[ 1.4819454  -9.6137991  -0.39200673]
[ 2.42743564 -9.46510983 -0.46220762],[ 2.42266941 -9.51110077 -0.46519712],[ 2.38909745 -9.50309086 -0.4641923 ],[ 2.44057369 -9.55609131 -0.39919123]
[ 0.57175958 -9.5785799  -0.45186946],[ 0.55799168 -9.61357594 -0.45386273],[ 0.60235333 -9.60558701 -0.45387012],[ 0.55210918 -9.66556549 -0.38985485]
[ 4.5998292  -9.32589531 -0.50369108],[ 4.59804344 -9.35788441 -0.50568157],[ 4.62961483 -9.34889793 -0.50669086],[ 4.57653522 -9.39985657 -0.43566516]
[-29.52305222 -10.40502834  -1.59087813],[-29.70316505 -10.20421314  -1.59702516],[-29.86544037 -10.36535072  -1.60906696],[-29.25739098  -9.7337923   -1.36691713]
[32.59365463  1.07544255 -1.64129579],[31.53289032  0.74360931 -1.58120751],[31.51768112  0.79358298 -1.58022141],[34.69443512  1.46725726 -1.54039359]
[-26.75373268  27.75320053  -1.95623159],[-26.43605804  27.41799736  -2.13242626],[-26.34661102  27.49692535  -2.13146067],[-26.35377502  27.41889763  -1.92746627]
[32.46038437  1.63315237 -1.63544726],[31.28899956  1.42724812 -1.56839669],[31.32003021  1.18237722 -1.56932938],[34.66220093  1.79309225 -1.53947973]
[10.5724678  12.0824995  -0.79851913],[10.59966278 12.07550812 -0.79951733],[10.53526688 12.07849407 -0.79752028],[10.59303093 11.99653339 -0.70950925]
[23.4251709   8.89491367 -1.35243034],[24.02291107  8.96692276 -1.25142884],[24.01651382  9.05087852 -1.25344753],[24.0817852   9.01490688 -1.39343786]
[11.04708385 12.1095829  -0.81950289],[11.08128357 12.10858917 -0.82050139],[11.00287724 12.10057831 -0.81750369],[11.03645229 12.02660942 -0.72749418]
[-22.08429527 -20.08316994  -1.49724996],[-21.93395042 -19.43808746  -1.62429857],[-22.04953384 -19.41617775  -1.62835109],[-21.41484261 -19.53167915  -1.60306478]
[-22.28422737   6.267869    -1.2034086 ],[-22.24909973   6.25777674  -0.93542892],[-22.30556488   6.1988287   -0.93740934],[-22.36443901   6.37985277  -0.81134653]
[-21.28004837 -18.39357567  -1.55120325],[-20.79848671 -17.71523285  -1.69311655],[-20.74318314 -17.55718803  -1.68312025],[-21.41484261 -19.53167915  -1.60306478]
[-20.56476593 -18.52901649  -1.52288043],[-20.79848671 -17.71523285  -1.69311655],[-20.58897591 -17.65206909  -1.67903888],[-20.5716629  -19.55602646  -1.56571281]
[-8.50267982 19.95710754 -1.13425219],[-8.45091629 20.1000576  -0.88724762],[-8.42644882 20.22205544 -0.89223695],[-8.19012451 19.91096497 -1.12436676]
[ 3.71690464 11.60214424 -0.64370453],[ 3.72809315 11.57515144 -0.64270502],[ 3.68768644 11.57814312 -0.64170521],[ 3.68747759 11.64513493 -0.70670372]
[ 6.01849985 11.74463081 -0.71466327],[ 6.22075272 11.85264587 -0.72766107],[ 6.21455717 11.88763428 -0.72966248],[ 6.21596479 11.79964638 -0.55865943]
[ 0.62731671 12.94756222 -0.69448465],[ 0.48187932 13.03956032 -0.7644608 ],[ 0.2990745  12.5885582  -0.73149353],[ 0.38698068 13.1045475  -0.70444405]
[ 5.72890043 11.77455616 -0.70767194],[ 5.47020721 12.16039467 -0.72368425],[ 5.73205996 12.26242352 -0.73768187],[ 5.57996464 12.21539497 -0.63568336]
[-6.69368935 -8.89001846 -0.57113564],[-6.38750839 -8.5788269  -0.59507871],[-6.36191368 -8.60082245 -0.59507275],[-6.27263689 -8.57377243 -0.53605485]
[-0.56611615 -9.74438381 -0.51371574],[-0.4162201  -9.77740669 -0.51472664],[-0.38564384 -9.77140999 -0.51473027],[-0.41719186 -9.69839573 -0.46073467]
[-6.94725752 -8.59004974 -0.56620407],[-6.57027006 -8.37384415 -0.59112388],[-6.54767609 -8.39984226 -0.59211814],[-6.5045929  -8.32679558 -0.53211057]
[-6.81847858 -8.73703194 -0.568169  ],[-6.4876895  -8.45983505 -0.59210336],[-6.46609211 -8.48683262 -0.59309798],[-6.4634099  -8.3948307  -0.72109979]
[ 0.5511601  -9.67057991 -0.50585407],[ 0.56795937 -9.70558262 -0.50885159],[ 0.53739226 -9.7085762  -0.508847  ],[ 0.52842438 -9.62656975 -0.45485681]
[ 4.42348289 -9.41580868 -0.5556286 ],[ 4.41670942 -9.44079781 -0.55662024],[ 4.45328856 -9.44381046 -0.55862707],[ 4.40838528 -9.36981297 -0.50063825]
[ 0.19125696 -9.69450569 -0.50680351],[ 0.20606682 -9.7305088  -0.50980091],[ 0.17648423 -9.73450279 -0.50979674],[ 0.20009993 -9.65750122 -0.45680916]
[ 3.3798697  -9.4854269  -0.53139377],[ 3.37909412 -9.53041553 -0.5343827 ],[ 3.40867567 -9.52242756 -0.53439063],[ 3.37173343 -9.43743038 -0.47840375]
[-28.09072876  -7.93392372  -1.62978613],[-28.28485107  -7.69804764  -1.29095292],[-28.03858185  -7.53582811  -1.27686644],[-28.68572998  -7.56251717  -1.65920329]
[-27.907547   -12.92739105  -1.72241664],[-28.73519325 -13.64008999  -1.78765917],[-28.81182861 -13.56516361  -1.79071569],[-25.97434235 -12.65671635  -1.80951822]
[30.81033134  4.67554092 -1.72725904],[29.79649353  5.19423676 -1.67140424],[29.89488411  5.3571558  -1.67844367],[30.02105713  6.31066895 -1.69867599]
[-27.92161942  -8.41572762  -1.62756741],[-28.28485107  -7.69804764  -1.29095292],[-28.03858185  -7.53582811  -1.27686644],[-28.84117889  -8.64057446  -1.68599164]
[ 9.16732788 11.94427109 -0.84256256],[ 9.18652344 11.93028069 -0.84256059],[ 9.12511921 11.92926788 -0.840563  ],[ 9.15101147 11.990242   -0.73856723]
[10.02857971 11.99843121 -0.88253272],[10.05377483 11.99043941 -0.88353086],[ 9.98336887 11.98442745 -0.87953317],[ 9.99824047 12.03240395 -0.77353722]
[10.88442135 12.05258179 -0.92450327],[10.91062164 12.04259109 -0.92450112],[10.84421921 12.0465765  -0.92150426],[10.86707878 12.10454941 -0.81150961]
[ 9.59095287 11.97235012 -0.86254805],[ 9.60614872 11.95236206 -0.8615455 ],[ 9.55074883 11.96134663 -0.85954863],[ 9.56162357 12.00432396 -0.75555211]
[ 8.10195255 11.94104576 -0.87160355],[ 8.11815357 11.92305565 -0.87060171],[ 8.05574512 11.91404533 -0.86760342],[ 8.12547207 11.86308575 -0.96259719]
[ -3.94392586 -16.16629601  -0.94125468],[ -3.50520158 -15.98617649  -1.00222301],[ -3.44465232 -15.95115948  -0.99922013],[ -3.42405272 -16.11115646  -0.92820364]
[ 8.42516613 11.96010971 -0.88559288],[ 8.44236755 11.94312    -0.88559097],[ 8.38196087 11.93910789 -0.88259292],[ 8.41248512 11.87114716 -0.97558665]
[ -3.40809894 -16.89021301  -0.98013049],[ -3.218261   -16.69820595  -1.36012924],[ -3.2380662  -16.66320801  -1.35813451],[ -3.09015441 -16.51113319  -1.14413452]
[ 4.79074669 12.31022358 -0.78069055],[ 4.94815254 12.30525684 -0.78468996],[ 4.96334887 12.28626347 -0.78368992],[ 4.86997366 12.15426922 -0.70669079]
[ 3.48646975 11.65409088 -0.70270389],[ 3.46462321 11.51911163 -0.6927076 ],[ 3.50201702 11.5121212  -0.69270766],[ 3.622087   11.55014801 -0.77870613]
[ 1.31253576 12.15166283 -0.70461458],[ 1.67736757 12.0757103  -0.64264017],[ 1.64971459 12.41667843 -0.66561115],[ 1.3826077  11.75170898 -0.75465292]
[ 1.500669   11.94770241 -0.69164211],[ 1.49581313 11.74472523 -0.75465858],[ 1.3826077  11.75170898 -0.75465292],[ 1.67736757 12.0757103  -0.64264017]
[ 0.22672094 -9.59552002 -0.5628202 ],[ 0.24152729 -9.62552261 -0.56581843],[ 0.21195263 -9.63551712 -0.56681341],[ 0.26128173 -9.6575346  -0.62381697]
[ 0.58361197 -9.56959629 -0.56187236],[ 0.59943438 -9.61359882 -0.56486857],[ 0.56985968 -9.61859226 -0.56586373],[ 0.60538763 -9.63360691 -0.62286669]
[-6.73880053 -8.97406864 -0.63314271],[-6.38750839 -8.5788269  -0.59507871],[-6.36191368 -8.60082245 -0.59507275],[-6.24625158 -8.63581085 -0.72504783]
[-0.68931109 -9.65136909 -0.57071358],[-0.40432885 -9.67041016 -0.57073885],[-0.37276769 -9.65241432 -0.56874388],[-0.41719186 -9.69839573 -0.46073467]
[ 4.64626551 -9.31992531 -0.62470263],[ 4.64147997 -9.34591389 -0.62569416],[ 4.67405796 -9.33992767 -0.62670279],[ 4.66638565 -9.37691784 -0.68869054]
[ 4.01909685 -9.35469055 -0.60556018],[ 4.01832199 -9.39367867 -0.60854965],[ 4.04789925 -9.38369179 -0.60855854],[ 4.03223848 -9.40768528 -0.66854882]
[ 3.21169162 -9.40439415 -0.58637875],[ 3.20391917 -9.43138599 -0.58837068],[ 3.23749828 -9.43539619 -0.58937663],[ 3.18727517 -9.4583807  -0.64736086]
[ 1.87815607 -9.49794674 -0.56809723],[ 1.87138474 -9.54393864 -0.57108748],[ 1.90296733 -9.55094624 -0.57209188],[ 1.88034487 -9.56794453 -0.62908459]
[-25.58839798  -7.24765825  -1.65564764],[-25.8234539  -6.8279047  -1.6638819],[-25.62733459  -6.73272514  -1.64980316],[-25.59933662  -6.19168806  -1.45293212]
[27.98195457  7.05219173 -1.78689182],[27.83537483  7.39099407 -1.08097506],[28.89519691  7.23513174 -1.12491703],[28.80544281  7.15117359 -1.28989887]
[-24.53910446  -4.88779116  -1.5487144 ],[-24.3314991   -4.92859077  -1.53459179],[-24.34583664  -5.01160049  -1.53757727],[-24.71066666  -5.52188158  -1.38963652]
[27.97716141  6.53845835 -1.77876842],[27.23476219  6.00470257 -1.72065163],[27.17555809  6.03668261 -1.71666086],[28.96579361  7.10520887 -1.48688495]
[25.02599716  0.37977985 -1.64311624],[24.31262016  0.25385085 -1.59007871],[24.3012085   0.32980618 -1.5901022 ],[25.8848629   0.61564839 -1.58018541]
[10.47585011 12.08549213 -0.98652333],[10.44900036 12.02550602 -0.90251821],[10.50639725 12.0145216  -0.90451479],[10.46686554 12.07748127 -0.79452288]
[25.1076889   2.3606379  -1.65870452],[24.82727432  2.41459727 -1.34172332],[24.88291359  2.10477757 -1.34363258],[24.55981827  2.09477711 -1.49563289]
[14.97012615 13.16582203 -1.27649033],[15.42093754 12.95997238 -1.19244957],[15.54519367 13.23187256 -1.21148145],[15.47053432 12.86803246 -1.42243576]
[-24.26166916  -5.90850592  -1.66929543],[-24.38577843  -5.73363209  -1.67540717],[-24.30845261  -5.63356304  -1.66739225],[-24.65070915  -5.75581264  -1.38954246]
[-19.052351    10.03515434  -1.36041963],[-18.78308868   9.63091278  -1.32962298],[-18.72464752   9.67386532  -1.32664454],[-19.02721214   9.58316898  -1.60150969]
[-20.95405006 -12.05237961  -1.60222757],[-21.40657234 -12.76375961  -1.65729809],[-21.35494804 -12.82471657  -1.65626204],[-20.55376053 -11.24107075  -1.70320034]
[-18.78689003  10.30894566  -1.3535043 ],[-18.50730324   9.93667698  -1.22070646],[-18.5477581    9.88370705  -1.22069573],[-18.40774536   9.98561764  -1.31774712]
[ 1.87930346 11.43381596 -0.73569518],[ 1.97732508 11.44183922 -0.8046971 ],[ 1.77897251 11.60178947 -0.81468034],[ 1.92474186 11.44383812 -0.87269568]
[ 2.35752273 11.37091255 -0.73770851],[ 2.35735369 11.45690155 -0.74470371],[ 2.49577785 11.47292614 -0.74870485],[ 2.37955403 11.46591187 -0.81370354]
[ 6.22313452 11.75868702 -0.87565768],[ 6.23595715 11.82667065 -0.88065976],[ 6.28436327 11.82568169 -0.88265836],[ 6.26609278 11.85067558 -0.96165979]
[25.20497513 -0.56667256 -1.6558255 ],[24.67106438 -0.94344956 -1.6177057 ],[24.48618698 -0.58965462 -1.6028161 ],[25.38141441 -1.22929192 -1.54562008]
[-6.50483465 -9.10301876 -0.70508736],[-6.19493866 -8.80181217 -0.599033  ],[-6.21554565 -8.77381325 -0.59803784],[-6.1194787  -8.77680111 -0.72801876]
[ 4.50566721  6.80806971 -0.51038849],[ 4.97967005  6.79332495 -0.69030571],[ 4.99005985  6.76334667 -0.68829864],[ 4.99886608  6.79832745 -0.63930339]
[ 4.56925821  6.60321712 -0.49934316],[ 4.99684477  6.68439627 -0.68228316],[ 4.99045467  6.71937275 -0.68429059],[ 5.0206666   6.73737288 -0.63628882]
[ 5.06333971  6.1907239  -0.49617228],[ 5.21797276  6.21378756 -0.50614905],[ 5.22277212  6.2397728  -0.50815386],[ 5.1472683   6.00089979 -0.58711386]
[ 2.61791134 -9.47118759 -0.63524359],[ 2.61114693 -9.50817871 -0.63723433],[ 2.64472246 -9.51518822 -0.63923937],[ 2.62677383 -9.47018433 -0.57824558]
[ 3.58944082 -6.41861773 -0.46435559],[ 3.553514   -6.47156954 -0.46732438],[ 3.61167049 -6.48359871 -0.47133917],[ 3.56458616 -6.28167582 -0.49839798]
[-0.71693367 -9.68537617 -0.62970793],[-0.42598581 -9.70743275 -0.74973279],[-0.41020706 -9.70743465 -0.7497344 ],[-0.40037733 -9.69742012 -0.62873638]
[ 2.44925666 -9.48613071 -0.63220745],[ 2.44046855 -9.51112366 -0.63420051],[ 2.48783684 -9.51413822 -0.63520902],[ 2.46009898 -9.48712826 -0.57620937]
[24.00314331  5.207973   -1.77351511],[23.35969734  5.72764158 -1.73266745],[23.19410896  5.41680717 -1.71358979],[25.09905052  4.85822344 -1.68539894]
[-25.86732292  27.95063019  -2.58264041],[-25.91522026  27.99863243  -2.4006114 ],[-25.99467278  27.90869522  -2.39958358],[-25.92710686  28.00959396  -2.13760424]
[23.0042057   2.24764967 -1.65469611],[22.3979702   2.40253854 -1.60775065],[22.40555954  2.47449541 -1.60977221],[24.18913078  2.00482202 -1.58861017]
[22.83923531  0.82550079 -1.6332612 ],[22.25061607  0.90944302 -1.58629072],[22.25719833  0.98039973 -1.58731306],[24.14868927  0.97342646 -1.58030033]
[-19.04100609   9.93416977  -1.49544251],[-19.02721214   9.58316898  -1.60150969],[-19.09741592   9.58222675  -1.60647476],[-18.78308868   9.63091278  -1.32962298]
[-18.41420746  10.57168102  -1.47664297],[-18.23553467  10.56045628  -1.08073235],[-18.16493225  10.78641033  -1.08472812],[-18.0674057   10.35135937  -1.30985069]
[11.29146481 12.09965324 -1.13649189],[11.26844406 12.08364391 -0.94349104],[11.33484459 12.07765961 -0.94648767],[11.28429031 12.13561726 -0.83049625]
[-18.72810364  10.25592422  -1.48554254],[-18.40774536   9.98561764  -1.31774712],[-18.45519447   9.93665504  -1.31873214],[-18.50730324   9.93667698  -1.22070646]
[-20.05423355 -10.56363869  -1.64209867],[-19.8291893   -9.98146725  -1.73410749],[-19.70278358 -10.03635788  -1.72703636],[-20.41635895 -11.29295349  -1.69512534]
[-18.39431    -12.64929962  -1.61095297],[-18.82851982 -12.81165409  -1.64711642],[-18.75927353 -12.9396019   -1.64806342],[-17.44857407 -12.18255138  -1.65061843]
[-15.59240723 -14.94626427  -1.5474385 ],[-15.43026447 -14.48214245  -1.63544059],[-15.35867977 -14.50809193  -1.63240933],[-15.71662331 -15.6893959   -1.59538269]
[ -5.2676301  -14.44953442  -1.03456879],[ -4.782372   -14.30536652  -1.01051104],[ -4.97781467 -13.95338154  -0.98856401],[ -4.95137739 -14.07037354  -0.8985517 ]
[ 2.34833503 11.40891266 -0.80770624],[ 2.37955403 11.46591187 -0.81370354],[ 2.34315515 11.47390461 -0.81370252],[ 2.37056136 11.40492535 -0.87770677]
[ 5.92865038 11.75462723 -0.94066608],[ 6.23595715 11.82667065 -0.88065976],[ 6.22457695 11.8956461  -0.8856625 ],[ 6.26609278 11.85067558 -0.96165979]
[ 3.64309001 11.61614609 -0.85470456],[ 3.64727211 11.56715584 -0.85070568],[ 3.69267988 11.58116341 -0.85270506],[ 3.66549683 11.55715561 -0.77970582]
[-1.98303616 14.17969608 -1.03096437],[-1.95784068 14.16369343 -1.02997136],[-1.90547216 14.10468292 -1.02398956],[-1.9175669  14.09667397 -0.94198853]
[ 0.2671625  -9.57154179 -0.67382848],[ 0.28197485 -9.60954475 -0.6768257 ],[ 0.25240624 -9.62753868 -0.67881954],[ 0.26128173 -9.6575346  -0.62381697]
[-0.84310949 -9.64036465 -0.68570137],[-0.42598581 -9.70743275 -0.74973279],[-0.41020706 -9.70743465 -0.7497344 ],[-0.41708496 -9.68643951 -0.80773586]
[ 1.5566994  -9.50086403 -0.67603904],[ 1.57550275 -9.52786732 -0.67903763],[ 1.54693389 -9.53985786 -0.68003058],[ 1.59237242 -9.57586098 -0.62603223]
[ 1.36345255 -9.51080894 -0.67500395],[ 1.35368109 -9.55180359 -0.6779955 ],[ 1.38327086 -9.55481052 -0.67899996],[ 1.37051117 -9.57481289 -0.7419945 ]
[ 3.25214505 -9.39542198 -0.70338923],[ 3.2463758  -9.42841244 -0.70538014],[ 3.21279716 -9.42440224 -0.70437413],[ 3.2265749  -9.4124155  -0.76737988]
[ 3.48542643 -6.2296524  -0.49039036],[ 3.47469234 -6.23764515 -0.53438365],[ 3.50228214 -6.24365997 -0.5363909 ],[ 3.50464678 -6.28763533 -0.49637535]
[ 3.06422281 -6.28135586 -0.47522512],[ 3.05247593 -6.28535032 -0.51821959],[ 3.07505631 -6.28336573 -0.51922822],[ 3.07129645 -6.30235863 -0.56622028]
[ 4.41381216 -6.1462698  -0.53173101],[ 4.41103458 -6.16325808 -0.53272301],[ 4.43761921 -6.16127491 -0.53473222],[ 4.42071772 -6.14627743 -0.57873315]
[21.70157242  3.41290212 -1.69006371],[21.16834641  3.53380299 -1.64711046],[21.13796043  3.42586732 -1.64307916],[22.58067894  3.17808008 -1.63097823]
[-24.45331764  28.51159477  -2.79025412],[-24.62238312  28.60367584  -2.55816197],[-24.60790634  28.40566635  -2.54719305],[-23.88300514  28.10617065  -2.73657489]
[21.24908638  1.27820015 -1.63041496],[20.78647232  1.34814703 -1.59044158],[20.76788521  1.28118885 -1.58842027],[22.22934151  1.29420745 -1.58641183]
[-25.30431557  27.17625427  -2.7550056 ],[-25.57182121  27.19441414  -2.52687383],[-25.45089149  27.40831947  -2.53290653],[-24.83141518  26.74589539  -2.70428562]
[-18.46375084  10.51774406  -1.59862792],[-18.09060478  10.18942165  -1.55686748],[-18.13005447  10.13745022  -1.55685723],[-18.15429306  10.25242424  -1.31082523]
[15.63419342 12.23234558 -1.51533997],[15.52421188 12.34527779 -1.51336062],[15.61302662 12.45724106 -1.52537358],[15.61206055 12.45223713 -1.41037285]
[-18.7716465   10.19798183  -1.60753095],[-18.60629272   9.83377552  -1.32467544],[-18.53585815   9.8697176   -1.32170403],[-18.53560638   9.76976585  -1.57172155]
[17.32182693 12.35553074 -1.63729942],[17.28263092 12.36851978 -1.63530278],[17.40903091 12.37653255 -1.64429986],[17.28167915 12.3605175  -1.51230156]
[-15.03747559 -13.85581684  -1.57437503],[-14.88273621 -13.52570438  -1.66636026],[-14.94332886 -13.49374676  -1.66838825],[-15.06215477 -14.54888248  -1.61629033]
[-21.07346535  -2.20961499  -1.65654755],[-21.18618584  -2.35169387  -1.54257178],[-21.12554169  -2.41263366  -1.53852236],[-20.83655739  -2.38738036  -1.63737071]
[-21.28500366  -3.13080883  -1.68342137],[-21.31534958  -3.20483708  -1.68741858],[-21.15502739  -3.11168289  -1.67235577],[-21.68595314  -3.18016696  -1.59062636]
